Campaign,Measurement,Month1,Month2,Rev_YTD,Rev,Rev_2023,Rev_2024,Flagging_Campaign,Source,RFS_Date,Created_Date,Last_Stage_Change_Date,Opportunity_ID,SF_Opportunity_Id,Campaign_Name,Opportunity_Name,CA_Number,Account_Name,Sub_Line_of_Business,Owner_Group,Opportunity_Owner:_Division,Product_Offer,Opportunity_Owner,Stage,Stage_Count,Opportunity_Quantity,Estimated_Contract_Period_(in_Months),Total_Contract_Value_(converted),Total_OTC_(converted),Total_MRC_(converted),New_Group,Segment,div
BOSQU,LOST,10,Oct,0,50000000,450000000,0,No,All Pipelines SOM,10/13/2022,10/13/2022,10/13/2022,0065g00000P4dbT,0065g00000P4dbTAAR,Q4 2022-BOSQU 2.1,PT ARTHA MULIA TRIJAYA 13OKTOBER2022,,PT ARTHA MULIA TRIJAYA,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,93208382 (ANGGUN YASNIASARI),Closed Lost,1,500,12,600000000,0,50000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,200000,1800000,0,No,All Pipelines SOM,10/13/2022,10/13/2022,10/13/2022,0065g00000P4dLx,0065g00000P4dLxAAJ,Q4 2022-BOSQU 2.1,OMNI DIGITAMA INTERNUSA_2nomer,,OMNI DIGITAMA INTERNUSA,Communications & Technologies,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-100,83136573 (MAYA DESTRINA),Cash,1,2,12,2400000,0,200000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,100000,0,0,No,All Pipelines SOM,10/14/2022,10/13/2022,10/14/2022,0065g00000P4dmI,0065g00000P4dmIAAR,Q4 2022-BOSQU 2.1,PRIME 100 PT SMS,,SOLUSI MEDIA SEMESTA,Communications & Technologies,FINANCIAL AND SUPPLY CHAIN,SUPPLY CHAIN & MANUFACTURING,Prime Biz-100,0410261407 (NEISYA FATHIA ANNISA),Cash,1,1,1,100000,0,100000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,LOST,10,Oct,0,67500000,607500000,0,No,All Pipelines SOM,10/13/2022,10/13/2022,10/13/2022,0065g00000P4dZD,0065g00000P4dZDAAZ,Q4 2022-BOSQU 2.1,PT ARTHA MULIA TRIJAYA 13OKT2022,,PT ARTHA MULIA TRIJAYA,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,93208382 (ANGGUN YASNIASARI),Closed Lost,1,750,12,810000000,0,67500000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,1000000,9000000,0,No,All Pipelines SOM,10/13/2022,10/13/2022,10/13/2022,0065g00000P4eba,0065g00000P4ebaAAB,Q4 2022-BOSQU 2.1,indobara okt 2 nomor 2022,,PT.INDOBARA BAHANA,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,6160138282 (NURUL DWI ANINDHITA),Cash,1,10,12,12000000,0,1000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,1040059,12480708,0,No,All Pipelines SOM,10/14/2022,10/13/2022,10/14/2022,0065g00000P4eGI,0065g00000P4eGIAAZ,Q4 2022-BOSQU 2.1,ORACLE - MUHAMMAD LUTHFI - APPLE IPHONE 13 128GB,,PT ORACLE INDONESIA,Communications & Technologies,WHOLESALE BUSINESS AND CARRIER,INTERNATIONAL DATA WHOLESALE,PRIME Biz 100K,90218468 (ZULKIFLY),Cash,1,1,24,24961416,0,1040059,WCA,,INTERNATIONAL DATA WHOLESALE
BOSQU,LOST,10,Oct,0,9712500,116550000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4EtW,0065g00000P4EtWAAV,Q4 2022-BOSQU 2.1,Prime Package For QINFA-1 USD4422,,INDONESIA CHINA MOBILE,Manufacture,PUBLIC SECTOR AND ENERGY,MEDIA & ENERGY,Prime Biz-70,78015098 (DWI HARYATNO),Closed Lost,1,150,60,582750000,0,9712500,SEA,,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,LOST,10,Oct,0,43475000,521700000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4EtW,0065g00000P4EtWAAV,Q4 2022-BOSQU 2.1,Prime Package For QINFA-1 USD4422,,INDONESIA CHINA MOBILE,Manufacture,PUBLIC SECTOR AND ENERGY,MEDIA & ENERGY,Prime Biz-200,78015098 (DWI HARYATNO),Closed Lost,1,235,60,2608500000,0,43475000,SEA,,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,FAB,10,Oct,0,5000000,45000000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4Exi,0065g00000P4ExiAAF,Q4 2022-BOSQU 2.1,PT OMNI OKT 2022,,OMNI INTIVISION PT,Business Services,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,6160138282 (NURUL DWI ANINDHITA),Complete,1,50,12,60000000,0,5000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,10000000,90000000,0,No,All Pipelines SOM,10/11/2022,10/7/2022,10/11/2022,0065g00000P4EzA,0065g00000P4EzAAAV,Q4 2022-BOSQU 2.1,OMNI OKT 2022,,OMNI INTIVISION,Business Services,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,6160138282 (NURUL DWI ANINDHITA),Cash,1,100,12,120000000,0,10000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,9712500,116550000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4FDF,0065g00000P4FDFAA3,Q4 2022-BOSQU 2.1,Mobile Service QINFA-1 PRIME MRC 65Juta,,CHINA MOBILE INTERNATIONAL LIMITED,Communications & Technologies,PUBLIC SECTOR AND ENERGY,MEDIA & ENERGY,Prime Biz-70,78015098 (DWI HARYATNO),Complete,1,150,60,582750000,0,9712500,SEA,,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,FAB,10,Oct,0,43475000,521700000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4FDF,0065g00000P4FDFAA3,Q4 2022-BOSQU 2.1,Mobile Service QINFA-1 PRIME MRC 65Juta,,CHINA MOBILE INTERNATIONAL LIMITED,Communications & Technologies,PUBLIC SECTOR AND ENERGY,MEDIA & ENERGY,Prime Biz-200,78015098 (DWI HARYATNO),Complete,1,235,60,2608500000,0,43475000,SEA,,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,FAB,10,Oct,0,2000000,18000000,0,No,All Pipelines SOM,10/10/2022,10/7/2022,10/10/2022,0065g00000P4FDZ,0065g00000P4FDZAA3,Q4 2022-BOSQU 2.1,INDOBARA OKT 2022,,PT.INDOBARA BAHANA,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,6160138282 (NURUL DWI ANINDHITA),Cash,1,20,12,24000000,0,2000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,1200000,1800000,0,No,All Pipelines SOM,10/10/2022,10/7/2022,10/10/2022,0065g00000P4FEc,0065g00000P4FEcAAN,Q4 2022-BOSQU 2.1,FOUR SEASON SAYAN OKT,,FOUR SEASONS RESORT BALI,Trading,REGIONAL AND SME,EAST REGIONAL,Prime Biz-200,81146715 (FRANSISCA EVELINNE POILLOT),Cash,1,1,12,3400000,1000000,200000,REA,,EAST REGIONAL
BOSQU,FAB,10,Oct,0,2000000,18000000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4Fja,0065g00000P4FjaAAF,Q4 2022-BOSQU 2.1,TMMIN - Mobile - 10 Nomor - 7 Okt 2022,,PT. TOYOTA MOTOR MANUFACTURING IND,Supply Chain,REGIONAL AND SME,WEST REGIONAL,Prime Biz-70,82157176 (ANNISA KUSUMADEWI),Complete,1,10,12,24000000,0,2000000,NEA,,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,10,Oct,0,1500000,13500000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4FMm,0065g00000P4FMmAAN,Q4 2022-BOSQU 2.1,Aktivasi Mobile OTO Oct 22,,PT OTO MULTIARTHA,Non - bank Financial,FINANCIAL AND SUPPLY CHAIN,Banking & Financial Institution,Prime Biz-100,0261220002 ANDRI YUNIARTI,Complete,1,15,12,18000000,0,1500000,SEA,,STRATEGIC BANKING & FINANCIAL ACCOUNT
BOSQU,FAB,10,Oct,0,2000000,18000000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4FSC,0065g00000P4FSCAA3,Q4 2022-BOSQU 2.1,MOBILE JAVANDRA_OKTOBER,,JAVANDRA NIKARA TEKNIK,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,70003293 (BONGGAL BUDI MANGASI),Cash,1,20,12,24000000,0,2000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,150000000,1350000000,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4G8J,0065g00000P4G8JAAV,Q4 2022-BOSQU 2.1,BINTANG INDOKARYA GEMILANG_pospaid Serikat Pekerja,,BINTANG INDOKARYA GEMILANG,Supply Chain,REGIONAL AND SME,BUSINESS PARTNER,PRIME Biz 100K,83146897 (WEINDRY ANGGA ANGGER WICAKSANA),Complete,1,1500,12,1800000000,0,150000000,SMB,,SMB BUSINESS & OPERATION
BOSQU,LOST,10,Oct,0,330165000,0,0,No,All Pipelines SOM,10/7/2022,10/7/2022,10/7/2022,0065g00000P4Gng,0065g00000P4GngAAF,Q4 2022-BOSQU 2.1,bundling Router 130unit,,SILDEN KLABAT BANGUN BERSAMA,Communications & Technologies,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-200,"0257220006 (FAHMIANTI, S.ST)",Closed Lost,1,1,1,330165000,0,330165000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,100000,900000,0,Done,SFA,10/14/2022,10/7/2022,10/14/2022,0065g00000P4GRa,0065g00000P4GRaAAN,Bosqu 2.0,SINAR POLYGUNA TETAP LESTARI_BUNDLING 1NOMER,MTX08010098,SINAR POLYGUNA TETAP LESTARI,Business Services,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-100,75014901 (FIRNA FIDUSIA),Cash,1,1,12,1200000,0,100000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,45000,405000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4h7e,0065g00000P4h7eAAB,Q4 2022-BOSQU 2.1,PT ARTHA MUKTI ABADI - BUNDLING OCT 22,,ARTHA MUKTI ABADI,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Pro Freedom Apps 5GB,89146885 (NADIA LESMANA),Complete,1,1,12,540000,0,45000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,10000000,90000000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4hPM,0065g00000P4hPMAAZ,Q4 2022-BOSQU 2.1,Akt 100 No Mobile Telkomsat -Prime Biz 100,,TELKOM SATELIT INDONESIA,Business Services,WHOLESALE BUSINESS AND CARRIER,DOMESTIC WHOLESALE & INTERCONNECTION,Prime Biz-100,82167418 (YUDA PERKASA ISKANDAR),Complete,1,1,12,120000000,0,10000000,WCA,,WHOLESALE & ENTERPRISE
BOSQU,FAB,10,Oct,0,101400000,12600000,0,Done,SFA,10/14/2022,10/14/2022,10/14/2022,0065g00000P4jkF,0065g00000P4jkFAAR,BOSQU 2.0,project aktivasi nomor,MTX07098578,PT. CONTROL SYSTEMS ARENA PARA NUSA,Communications & Technologies,FINANCIAL AND SUPPLY CHAIN,Supply Chain & Manufacturing,Prime Biz-70,0410261401 (AHMAD ZAKKY FUADY),Complete,1,20,12,116800000,100000000,1400000,NEA,Supply chain & manufacturing,RESOURCES & MANUFACTURING
BOSQU,FAB,10,Oct,0,77000,693000,0,No,All Pipelines SOM,10/17/2022,10/14/2022,10/17/2022,0065g00000P4jON,0065g00000P4jONAAZ,Q4 2022-BOSQU 2.1,SUN PAPER SOURCE_1NOMER,,SUN PAPER SOURCE,Trading and retail,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-70,82208385 (RONGGAT GALUNGGUNG),Cash,1,1,12,924000,0,77000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,30700000,6300000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4jqT,0065g00000P4jqTAAR,Q4 2022-BOSQU 2.1,aktivasi nomor,,PT. CONTROL SYSTEMS ARENA PARA NUSA,Communications & Technologies,FINANCIAL AND SUPPLY CHAIN,Supply Chain & Manufacturing,Prime Biz-70,0410261401 (AHMAD ZAKKY FUADY),Complete,1,10,12,38400000,30000000,700000,NEA,,RESOURCES & MANUFACTURING
BOSQU,FAB,10,Oct,0,300000,2700000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4jzg,0065g00000P4jzgAAB,Q4 2022-BOSQU 2.1,PRIME100 3 Unit,,AKAR INTI DATA,Communications & Technologies,PUBLIC SECTOR AND ENERGY,MEDIA & ENERGY,Prime Biz-100,78015098 (DWI HARYATNO),Complete,1,3,12,3600000,0,300000,SEA,,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,FAB,10,Oct,0,36200000,1800000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4k6n,0065g00000P4k6nAAB,Q4 2022-BOSQU 2.1,INDONESIA VAPOR GROUP_Okt 22,,INDONESIA VAPOR GROUP,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Prime Biz-100,83136551 (RILLA AMELIA WIDIANINGATI),Complete,1,2,12,38400000,36000000,200000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,4545000,405000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4k6n,0065g00000P4k6nAAB,Q4 2022-BOSQU 2.1,INDONESIA VAPOR GROUP_Okt 22,,INDONESIA VAPOR GROUP,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Pro Freedom Apps 5GB,83136551 (RILLA AMELIA WIDIANINGATI),Complete,1,1,12,5040000,4500000,45000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,350000,3150000,0,No,All Pipelines SOM,10/14/2022,10/14/2022,10/14/2022,0065g00000P4kR7,0065g00000P4kR7AAJ,Q4 2022-BOSQU 2.1,YAY UNIVERSITAS PELITA HARAPAN,,YAY UNIVERSITAS PELITA HARAPAN,Education Services,REGIONAL AND SME,WEST REGIONAL,Prime Biz-70,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,5,12,4200000,0,350000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,LOST,10,Oct,0,145600000,0,0,No,All Pipelines SOM,10/29/2022,10/9/2022,10/9/2022,0065g00000P4M4p,0065g00000P4M4pAAF,Q4 2022-BOSQU 2.1,PENGADAAN PC AIO - SMA SEMEN GRESIK (2),,SMA SEMEN GRESIK,Education Services,REGIONAL AND SME,EAST REGIONAL,PRIME Biz 100K,2572200090 (EMILIA ROSA),Closed Lost,1,1,1,145600000,0,145600000,REA,,EAST REGIONAL
BOSQU,LOST,10,Oct,0,21460926,0,0,No,All Pipelines SOM,10/28/2022,10/9/2022,10/9/2022,0065g00000P4M4q,0065g00000P4M4qAAF,Q4 2022-BOSQU 2.1,BUNDLING DEVICE - PT CAMPINA ICE CREAM (3),,CAMPINA ICE CREAM,Manufacture,REGIONAL AND SME,EAST REGIONAL,PRIME Biz 100K,2572200090 (EMILIA ROSA),Closed Lost,1,1,1,21460926,0,21460926,REA,,EAST REGIONAL
BOSQU,FAB,10,Oct,0,25100000,900000,0,No,All Pipelines SOM,10/10/2022,10/10/2022,10/10/2022,0065g00000P4NpB,0065g00000P4NpBAAV,Q4 2022-BOSQU 2.1,CV. CAHAYA SAKTI_101022,,CV. CAHAYA SAKTI,Business Services,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,86146868 (RETA YOLANDA),Cash,1,1,12,26200000,25000000,100000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,200000,1800000,0,No,All Pipelines SOM,10/10/2022,10/10/2022,10/10/2022,0065g00000P4NpL,0065g00000P4NpLAAV,Q4 2022-BOSQU 2.1,SOLUSI ANAK NEGERI -OKT- SMW006,,SOLUSI ANAK NEGERI,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Prime Biz-100,77002375 (RIFKY ARIANI),Cash,1,2,12,2400000,0,200000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,LOST,10,Oct,0,300000,2700000,0,Done,SFA,10/21/2022,10/10/2022,10/21/2022,0065g00000P4OYX,0065g00000P4OYXAA3,Bosqu 2.0,NURMA HUSADA ABADI_3BUNDLING HP,MTX10503096,NURMA HUSADA ABADI,Health Services,REGIONAL AND SME,EAST REGIONAL,Prime Biz-100,0257220012 (MARIA NOVINAH DEWI WULANSARI),Closed Lost,1,3,12,3600000,0,300000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,304500000,40500000,0,No,All Pipelines SOM,10/10/2022,10/10/2022,10/10/2022,0065g00000P4P59,0065g00000P4P59AAF,Q4 2022-BOSQU 2.1,Bundling Ultra 1022,,ULTRA JAYA MILK INDUSTRY,Trading,REGIONAL AND SME,WEST REGIONAL,Pro Freedom Apps 5GB,0102614817 (VICTOR RISWANTO),Complete,1,1,12,354000000,300000000,4500000,REA,,WEST REGIONAL
BOSQU,FAB,10,Oct,0,25000000,225000000,0,No,All Pipelines SOM,10/12/2022,10/10/2022,10/12/2022,0065g00000P4QFZ,0065g00000P4QFZAA3,Q4 2022-BOSQU 2.1,UPT PARKIR - BUNDLING TAMBAHAN OKTOBER,,BEND. RUTIN DINAS LLAJ,Government,REGIONAL AND SME,EAST REGIONAL,PRIME Biz 100K,6180141567 (LUFTI OKTAVIANA DEWI),Cash,1,1,12,300000000,0,25000000,REA,,EAST REGIONAL
BOSQU,FAB,10,Oct,0,100450000,4050000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4Qty,0065g00000P4QtyAAF,Q4 2022-BOSQU 2.1,ARGENTA OKT 2022,,ARGENTA TEKNIKA INTRAMAS,Communications & Technologies,REGIONAL AND SME,WEST REGIONAL,Pro Freedom Apps 5GB,6160138282 (NURUL DWI ANINDHITA),Cash,1,10,12,105400000,100000000,450000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,100000,900000,0,No,All Pipelines SOM,10/12/2022,10/11/2022,10/12/2022,0065g00000P4RA8,0065g00000P4RA8AAN,Q4 2022-BOSQU 2.1,PT ENERGI DIGITAL NUSANTARA SMW004,,ENERGI DIGITAL NUSANTARA,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Prime Biz-100,77002375 (RIFKY ARIANI),Cash,1,1,12,1200000,0,100000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,200000,1800000,0,No,All Pipelines SOM,10/12/2022,10/11/2022,10/12/2022,0065g00000P4RAi,0065g00000P4RAiAAN,Q4 2022-BOSQU 2.1,PT QUICKPRINT INDONESIA SME004,,QUICKPRINT INDONESIA,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Prime Biz-100,77002375 (RIFKY ARIANI),Cash,1,2,12,2400000,0,200000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,401800000,16200000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4RaI,0065g00000P4RaIAAV,Q4 2022-BOSQU 2.1,RUBYCON BUNDLING NEW,,"RUBYCON INDONESIA, PT.",Supply Chain,REGIONAL AND SME,WEST REGIONAL,Pro Freedom Apps 10GB,83146873 (FATMA YULIA),Complete,1,20,12,421600000,400000000,1800000,REA,,WEST REGIONAL
BOSQU,FAB,10,Oct,0,100000,900000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4RBf,0065g00000P4RBfAAN,Q4 2022-BOSQU 2.1,PT KUSUMA MEGAH SMW004,,KUSUMA MEGAHPERDANA,Trading and retail,REGIONAL AND SME,WEST REGIONAL,Prime Biz-100,77002375 (RIFKY ARIANI),Cash,1,1,12,1200000,0,100000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,29900000,269100000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4RMK,0065g00000P4RMKAA3,Q4 2022-BOSQU 2.1,DP3AKB KOTA SERANG - GIFT DATA OKT 2022,,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA",Government,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,"0257210035 (HERLIKA AGRIN SITUMORANG, S.I.KOM.)",Cash,1,299,12,358800000,0,29900000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,10,Oct,0,2475000,22275000,0,No,All Pipelines SOM,10/12/2022,10/11/2022,10/12/2022,0065g00000P4RNm,0065g00000P4RNmAAN,Q4 2022-BOSQU 2.1,PENAMBAHAN POSTPAID 10-10-2022,,MAKMUR ABADI MEKATAMA,Trading and retail,REGIONAL AND SME,BUSINESS PARTNER,Pro Freedom Apps 5GB,84136563 (UMAR HADY KUSUMA),Cash,1,55,12,29700000,0,2475000,SMB,,SMB BUSINESS & OPERATION
BOSQU,LOST,10,Oct,0,228900000,189000000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4RRZ,0065g00000P4RRZAA3,Q4 2022-BOSQU 2.1,PBK TP link 1022 Payment Tempo 300Unit,,PUTRA BERLIAN KARYA,Communications & Technologies,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-70,82229423 ROFIUDDIN,Closed Lost,1,300,12,459900000,207900000,21000000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,200000,1800000,0,Done,SFA,10/17/2022,10/11/2022,10/11/2022,0065g00000P4RSI,0065g00000P4RSIAA3,Bosqu 2.0,SUN PAPER SOURCE,MTX08091816,SUN PAPER SOURCE,Trading and retail,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-100,82208385 (RONGGAT GALUNGGUNG),Cash,1,2,12,2400000,0,200000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,7936100,71424900,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4Ru4,0065g00000P4Ru4AAF,Q4 2022-BOSQU 2.1,BA Penambahan 5 Unit Bundling Device,,FARRASINDO PERKASA,Business Services,FINANCIAL AND SUPPLY CHAIN,SUPPLY CHAIN & MANUFACTURING,Pro Freedom Apps 5GB,88198133 (JUJUR SITOMPUL),Cash,1,50,12,95233200,0,7936100,NEA,,RESOURCES & MANUFACTURING
BOSQU,FAB,10,Oct,0,2000000,18000000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4RVH,0065g00000P4RVHAA3,Q4 2022-BOSQU 2.1,Bundling Device - Iphone,,TRISULA MITRA SOLUSINDO,Communications & Technologies,3 Biz,3Biz,Prime Biz-200,89229279 LIBRIA PUSPA TIRTA,Complete,1,10,12,24000000,0,2000000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,100000,900000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4SjT,0065g00000P4SjTAAV,Q4 2022-BOSQU 2.1,Penambahan No Corp,,PT ALLEGIANCE PRIMAPARTS INDONESIA,Business Services,REGIONAL AND SME,BUSINESS PARTNER,Prime Biz-100,0257220022 (RIZA YULISTINA),Complete,1,1,12,1200000,0,100000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,35700000,321300000,0,No,All Pipelines SOM,10/11/2022,10/11/2022,10/11/2022,0065g00000P4SSM,0065g00000P4SSMAA3,Q4 2022-BOSQU 2.1,PT PLASTICPAY TEKNOLOGI DAURULANG 11OKT2022,,PLASTICPAY TEKNOLOGI DAURULANG,Public Util.& Non Profit Org.,REGIONAL AND SME,WEST REGIONAL,PRIME Biz 100K,93208382 (ANGGUN YASNIASARI),Cash,1,357,12,428400000,0,35700000,REA,,JABODETABEK
BOSQU,FAB,10,Oct,0,45000,405000,0,Done,SFA,10/17/2022,10/17/2022,10/17/2022,0065g00000P4uJI,0065g00000P4uJIAAZ,Q4 2022-BOSQU 2.1,FREEDOM  45K BABARAFI 01 17102022,MTX09673481,BABA RAFI INTERNASIONAL,Trading Wholesaler,REGIONAL AND SME,EAST REGIONAL,Pro Freedom Apps 5GB,71942203 (KUN RIYANTO),Cash,1,1,12,540000,0,45000,REA,Supply chain & manufacturing,EAST REGIONAL
BOSQU,FAB,10,Oct,0,100000,900000,0,No,All Pipelines SOM,10/17/2022,10/17/2022,10/17/2022,0065g00000P4usx,0065g00000P4usxAAB,Q4 2022-BOSQU 2.1,PT Mitra Mulia Makmur-MOBILE-SME003,,MITRA MULIA MAKMUR,Supply Chain,REGIONAL AND SME,EAST REGIONAL,PRIME Biz 100K,78035472 (ULFAH MUCHLIMANINGSIH),Complete,1,1,12,1200000,0,100000,REA,,EAST REGIONAL
BOSQU,FAB,10,Oct,0,2250000,20250000,0,Done,SFA,10/18/2022,10/17/2022,10/18/2022,0065g00000P4w1Z,0065g00000P4w1ZAAR,Bosqu 2.0,SINARJAYA MEGAHLANGGENG_25 NOMER BARU,MTX09751889,SINARJAYA MEGAHLANGGENG,Transportation,REGIONAL AND SME,BUSINESS PARTNER,Pro Freedom Apps 10GB,81136599 (M. ADE SYARIFUDIN),Cash,1,25,12,27000000,0,2250000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,10,Oct,0,45000,405000,0,Done,SFA,10/12/2022,10/11/2022,10/12/2022,0065g00000P4WJA,0065g00000P4WJAAA3,Q4 2022-BOSQU 2.1,FREEDOM  45K BABARAFI 03  11102022,MTX09673481,BABA RAFI INTERNASIONAL,Trading Wholesaler,REGIONAL AND SME,EAST REGIONAL,Pro Freedom Apps 5GB,71942203 (KUN RIYANTO),Cash,1,1,12,540000,0,45000,REA,Supply chain & manufacturing,EAST REGIONAL
BOSQU,LOST,10,Oct,0,31000000,9000000,0,No,All Pipelines SOM,10/12/2022,10/12/2022,10/12/2022,0065g00000P4Ym4,0065g00000P4Ym4AAF,Q4 2022-BOSQU 2.1,Prime Biz 100k - ASHA IN VITRO FERTILIZATION,,ASHA IN VITRO FERTILIZATION SURABAYA,Health Services,REGIONAL AND SME,EAST REGIONAL,PRIME Biz 100K,2572200100 (MERCYA SALSABILLA SHANI),Closed Lost,1,1,12,42000000,30000000,1000000,REA,,EAST REGIONAL
BOSQU,FAB,10,Oct,0,840000,7560000,0,No,All Pipelines SOM,10/12/2022,10/12/2022,10/12/2022,0065g00000P4Ytt,0065g00000P4YttAAF,Q4 2022-BOSQU 2.1,AKTIVASI MOBILE (12) SOF 121022,,PT SUMMIT OTO FINANCE,Non - bank Financial,FINANCIAL AND SUPPLY CHAIN,Banking & Financial Institution,Prime Biz-70,0261220002 ANDRI YUNIARTI,Cash,1,12,12,10080000,0,840000,SEA,,STRATEGIC BANKING & FINANCIAL ACCOUNT
